CustomerKey,Gender,Name,City,State Code,State,Zip Code,Country,Continent,Birthday,Age,Email,loyalty_category
355102,Female,Sandra Ambriz,Toronto,ON,Ontario,M9V 2X5,Canada,North America,1964-03-02,61,sandra355102@gmail.com,Premium
355288,Female,Veronica Banks,Vancouver,BC,British Columbia,V5R 2T4,Canada,North America,1956-01-04,70,veronica355288@gmail.com,Premium
355295,Female,Vera Smith,Sayward,BC,British Columbia,V0P 1R0,Canada,North America,1995-07-02,30,vera355295@gmail.com,Standard
355513,Female,Elaine Sparks,Arviat,NU,Nunavut,X0C 0E0,Canada,North America,1900-01-01,56,elaine355513@gmail.com,Premium
355542,Male,Robert Vickers,Calgary,AB,Alberta,T2P 1M6,Canada,North America,1956-09-02,69,robert355542@gmail.com,Premium
355632,Female,Stephanie Warren,Vancouver,BC,British Columbia,V6B 3K9,Canada,North America,1963-03-07,62,stephanie355632@gmail.com,Premium
356049,Female,Lakisha Neil,Grassland,AB,Alberta,T0A 1V0,Canada,North America,1948-12-10,56,lakisha356049@gmail.com,Premium
356070,Male,Elias Ponce,Ottawa,ON,Ontario,K1L 6C7,Canada,North America,1900-01-01,29,elias356070@gmail.com,Basic
356191,Female,Sheila Shields,Sidney,BC,British Columbia,V8L 1X3,Canada,North America,1957-02-05,68,sheila356191@gmail.com,Premium
356576,Male,Ralph McGlone,Fort Mcmurray,AB,Alberta,T9H 3J9,Canada,North America,1950-05-05,75,ralph356576@gmail.com,Premium
356618,Male,David Toler,London,ON,Ontario,N0N 0N0,Canada,North America,1900-01-01,82,david356618@gmail.com,Premium
356660,Male,Ed Barry,Canmore,AB,Alberta,T0L 0M0,Canada,North America,1987-04-01,39,ed356660@gmail.com,Standard
356810,Female,Paige Dickerson,Toronto,ON,Ontario,M4W 1J7,Canada,North America,2001-07-12,24,paige356810@gmail.com,Basic
356838,Female,Christina Williamson,London,ON,Ontario,N6E 1A9,Canada,North America,1900-01-01,38,christina356838@gmail.com,Standard
356908,Female,Diane Nieves,Toronto,ON,Ontario,M5J 2N1,Canada,North America,1900-01-01,87,diane356908@gmail.com,Premium
356963,Male,Howard Schram,Tilbury,ON,Ontario,N0P 2L0,Canada,North America,1998-08-04,56,howard356963@gmail.com,Premium
357041,Male,Kenneth Katz,Toronto,ON,Ontario,M4W 1J7,Canada,North America,1980-09-12,56,kenneth357041@gmail.com,Premium
357165,Female,Peggy Rodriguez,Lanark,ON,Ontario,K0G 1K0,Canada,North America,1938-05-15,87,peggy357165@gmail.com,Premium
357376,Female,Adriana Riley,London,ON,Ontario,N6B 3L5,Canada,North America,1997-01-27,28,adriana357376@gmail.com,Basic
357409,Female,Octavia Terrell,Windsor,ON,Ontario,N9A 1H9,Canada,North America,1900-01-01,64,octavia357409@gmail.com,Premium
357410,Male,Francis Whiteman,Toronto,ON,Ontario,M4A 2M5,Canada,North America,1900-01-01,42,francis357410@gmail.com,Standard
357541,Female,Judith Turner,Prince George,BC,British Columbia,V2N 2S6,Canada,North America,1900-01-01,73,judith357541@gmail.com,Premium
357592,Male,Ivan Wise,Belleterre,QC,Quebec,J0Z 1L0,Canada,North America,2001-05-17,24,ivan357592@gmail.com,Basic
357825,Female,Darlene Evans,Aberdeen,SK,Saskatchewan,S4P 3Y2,Canada,North America,1945-08-17,80,darlene357825@gmail.com,Premium
357853,Female,Felisa Hopps,Hauterive,QC,Quebec,G5C 1M1,Canada,North America,1900-01-01,66,felisa357853@gmail.com,Premium
357970,Male,Jose Thomas,Toronto,ON,Ontario,M2N 2G8,Canada,North America,1971-01-03,55,jose357970@gmail.com,Premium
357973,Female,Cheryl Maxwell,Surrey,BC,British Columbia,V3T 4Y5,Canada,North America,1900-01-01,88,cheryl357973@gmail.com,Premium
358149,Female,Shirley Braley,Hamilton,ON,Ontario,L8R 1H8,Canada,North America,1900-01-01,81,shirley358149@gmail.com,Premium
358489,Female,Nilda Pickens,Victoria,BC,British Columbia,V8W 2H9,Canada,North America,1969-07-04,56,nilda358489@gmail.com,Premium
358604,Male,Lawrence Bothwell,Trois Rivieres,QC,Quebec,G9A 5S8,Canada,North America,1965-08-04,56,lawrence358604@gmail.com,Premium
358635,Male,Gregory Pons,Campbell River,BC,British Columbia,V9W 2C9,Canada,North America,1962-05-11,63,gregory358635@gmail.com,Premium
358637,Male,Jason Reed,Sudbury,ON,Ontario,P3E 5K3,Canada,North America,1955-04-08,70,jason358637@gmail.com,Premium
358665,Female,Nancy Jackson,Quebec,QC,Quebec,G1V 3V5,Canada,North America,1900-01-01,84,nancy358665@gmail.com,Premium
358749,Female,Mary Howe,Kelowna,BC,British Columbia,V1Y 8H2,Canada,North America,1900-01-01,73,mary358749@gmail.com,Premium
358861,Male,Clifford Marshall,Arnprior,ON,Ontario,K7S 2R5,Canada,North America,1900-01-01,66,clifford358861@gmail.com,Premium
358880,Male,Sylvester Muncy,Kirkfield,ON,Ontario,K0M 2B0,Canada,North America,1938-04-27,87,sylvester358880@gmail.com,Premium
359037,Male,Calvin Walker,Calgary,AB,Alberta,T2M 0X4,Canada,North America,1988-03-14,37,calvin359037@gmail.com,Standard
359297,Female,Courtney Menard,La Pocatiere,QC,Quebec,G0R 1Z0,Canada,North America,1900-01-01,27,courtney359297@gmail.com,Basic
359409,Female,Diana Richardson,Chicoutimi,QC,Quebec,G7H 4N3,Canada,North America,1900-01-01,56,359409_user@domain..com,Premium
359587,Male,Kurt Manning,Oshawa,ON,Ontario,L1H 7K5,Canada,North America,1957-10-15,68,kurt359587@gmail.com,Premium
360001,Male,Roman Humphrey,Vancouver,BC,British Columbia,V6B 3K9,Canada,North America,1952-02-06,73,roman360001@gmail.com,Premium
360241,Male,Colin Rollin,Toronto,ON,Ontario,M5H 1P6,Canada,North America,1949-04-03,76,colin360241@gmail.com,Premium
360378,Male,Vincent Matus,Montreal,QC,Quebec,H3C 5K4,Canada,North America,1979-11-02,46,vincent360378@gmail.com,Standard
360610,Male,Edward Gutierrez,Montreal,QC,Quebec,H4A 1H3,Canada,North America,1937-01-31,88,edward360610@gmail.com,Premium
360795,Male,Mark Hoffman,Faro,YT,Yukon,Y0B 1K0,Canada,North America,1900-01-01,56,mark360795@gmail.com,Premium
360894,Male,Ronald Gothard,London,ON,Ontario,N6A 3M9,Canada,North America,1900-01-01,50,ronald360894@gmail.com,Premium
361214,Female,Hilda Kuykendall,Calgary,AB,Alberta,T2A 1C8,Canada,North America,1958-01-02,68,hilda361214@gmail.com,Premium
361237,Male,Christopher Sanders,Calgary,AB,Alberta,T2J 0N5,Canada,North America,1962-03-09,63,christopher361237@gmail.com,Premium
361450,Female,Cheri Lunceford,Victoria,BC,British Columbia,V8W 2H9,Canada,North America,1900-01-01,42,cheri361450@gmail.com,Standard
361691,Female,Tina Hall,Trois Rivieres,QC,Quebec,G9A 5S8,Canada,North America,1988-01-02,56,tina361691@gmail.com,Premium
361945,Male,Charles Hutchison,Calgary,AB,Alberta,T2P 0W4,Canada,North America,1991-02-26,34,charles361945@gmail.com,Standard
362027,Male,Carl Jones,Cumberland,BC,British Columbia,V0R 1S0,Canada,North America,1980-05-25,45,carl362027@gmail.com,Standard
362120,Female,Katherine Petty,Nanaimo,BC,British Columbia,V9R 5H9,Canada,North America,1900-01-01,56,katherine362120@gmail.com,Premium
362263,Male,Mario Ellis,Montreal,QC,Quebec,H3C 5K4,Canada,North America,1900-01-01,73,mario362263@gmail.com,Premium
362479,Female,Angela Alexander,St Leonard D'aston,QC,Quebec,J0C 1M0,Canada,North America,1994-06-04,56,angela362479@gmail.com,Premium
362960,Female,Brittany Visser,Houston,BC,British Columbia,V0J 1Z0,Canada,North America,1900-01-01,84,brittany362960@gmail.com,Premium
362993,Male,Leo Schaal,Prince George,BC,British Columbia,V2L 5E5,Canada,North America,1900-01-01,87,leo362993@gmail.com,Premium
363462,Male,Robert Kirwin,Notre Dame De La Paix,QC,Quebec,J0V 1P0,Canada,North America,1900-01-01,84,robert363462@gmail.com,Premium
363584,Female,Mandy Serna,Richmond,BC,British Columbia,V7E 2E4,Canada,North America,1977-06-08,48,mandy363584@gmail.com,Standard
363712,Male,Terry Maze,St Laurent,QC,Quebec,H4S 1H3,Canada,North America,1981-10-19,44,terry363712@gmail.com,Standard
363872,Female,Sylvia Crabtree,Montreal,QC,Quebec,H4A 1H3,Canada,North America,1900-01-01,37,sylvia363872@gmail.com,Standard
363898,Male,Hassan Turner,Etobicoke,ON,Ontario,M9W 1K7,Canada,North America,1956-08-09,69,hassan363898@gmail.com,Premium
364612,Female,Dorothy Collins,Mactier,ON,Ontario,P0C 1H0,Canada,North America,1900-01-01,88,dorothy364612@gmail.com,Premium
364626,Male,Daniel Mabry,Windsor,ON,Ontario,N8T 3H5,Canada,North America,1957-08-23,56,daniel364626@gmail.com,Premium
364677,Female,Doris Duncan,Red Deer,AB,Alberta,T4N 2A6,Canada,North America,1944-06-08,81,doris364677@gmail.com,Premium
364718,Female,Viola Albers,Montreal,QC,Quebec,H3C 5K4,Canada,North America,1968-02-25,57,viola364718@gmail.com,Premium
364812,Female,Anne Ervin,Fulford Harbour,BC,British Columbia,V0S 1C0,Canada,North America,1900-01-01,26,anne364812@gmail.com,Basic
364852,Female,Ruth Leslie,Calgary,AB,Alberta,T2A 1C8,Canada,North America,1900-01-01,72,ruth364852@gmail.com,Premium
365088,Male,Richie Bush,Leamington,ON,Ontario,N8H 3B1,Canada,North America,1979-08-09,46,richie365088@gmail.com,Standard
365200,Female,Jennifer Gore,Regina,SK,Saskatchewan,S4S 2R3,Canada,North America,1948-06-16,77,jennifer365200@gmail.com,Premium
365593,Male,Wesley Currie,Lansdowne,ON,Ontario,K0E 1L0,Canada,North America,1976-07-22,49,wesley365593@gmail.com,Standard
365703,Female,Fran Staton,Montreal,QC,Quebec,H2X 1Y8,Canada,North America,1900-01-01,56,fran365703@gmail.com,Premium
365906,Female,Wilma Judy,Windsor,ON,Ontario,N9A 1H9,Canada,North America,1900-01-01,61,wilma365906@gmail.com,Premium
365927,Female,Lisa Saunders,Owen Sound,ON,Ontario,N4K 2N7,Canada,North America,1900-01-01,56,lisa365927@gmail.com,Premium
365953,Female,Wendy Miller,Toronto,ON,Ontario,M5H 1P6,Canada,North America,1968-03-27,57,wendy365953@gmail.com,Premium
366019,Female,Ruth Barnes,Sherbrooke,QC,Quebec,J1H 1R4,Canada,North America,1957-12-27,68,ruth366019@gmail.com,Premium
366123,Male,Joseph Rockey,Renfrew,ON,Ontario,K7V 1T5,Canada,North America,1900-01-01,80,joseph366123@gmail.com,Premium
366153,Female,Evelyn Hernandez,Avonlea,SK,Saskatchewan,S4P 3Y2,Canada,North America,1975-09-01,50,evelyn366153@gmail.com,Premium
366250,Male,Robert Weiss,Kanata,ON,Ontario,K2K 1L9,Canada,North America,1900-01-01,76,robert366250@gmail.com,Premium
366365,Male,Scott Knox,Decker Lake,BC,British Columbia,V0J 1E0,Canada,North America,1991-09-12,34,scott366365@gmail.com,Standard
366380,Male,John Marson,Toronto,ON,Ontario,M5T 1T4,Canada,North America,1964-08-01,61,john366380@gmail.com,Premium
366774,Male,Jacob Scott,Calgary,AB,Alberta,T2V 2W2,Canada,North America,1900-01-01,57,jacob366774@gmail.com,Premium
366856,Male,Peter South,Lethbridge,AB,Alberta,T1J 2J7,Canada,North America,1900-01-01,55,peter366856@gmail.com,Premium
366908,Female,Betty Salerno,Montreal,QC,Quebec,H3C 3X6,Canada,North America,1900-01-01,36,betty366908@gmail.com,Standard
367004,Male,Billy Winston,Toronto,ON,Ontario,M1E 3T8,Canada,North America,1941-12-14,84,billy367004@gmail.com,Premium
367131,Female,Heather Henderson,Belleville,ON,Ontario,K8N 4Z5,Canada,North America,1941-01-20,84,heather367131@gmail.com,Premium
367191,Male,Ralph Dye,Saskatoon,SK,Saskatchewan,S7K 1W8,Canada,North America,1959-09-12,66,ralph367191@gmail.com,Premium
367215,Female,Harriet Evans,Woodstock,ON,Ontario,N4S 6J6,Canada,North America,1948-11-25,77,harriet367215@gmail.com,Premium
367332,Female,Mary Washington,Notre Dame Des Laurentides,QC,Quebec,J2N 1X1,Canada,North America,1981-11-21,56,mary367332@gmail.com,Premium
367414,Male,Charles Slye,Montreal,QC,Quebec,H3B 2M3,Canada,North America,1900-01-01,53,charles367414@gmail.com,Premium
367715,Female,Anne Stephens,Bonaventure,QC,Quebec,G0C 1E0,Canada,North America,1900-01-01,71,anne367715@gmail.com,Premium
367753,Male,Scott Fennell,Montreal,QC,Quebec,H4N 3C5,Canada,North America,1958-02-01,56,scott367753@gmail.com,Premium
367824,Female,Shelly Pitchford,Edmonton,AB,Alberta,T6H 1J5,Canada,North America,1900-01-01,31,shelly367824@gmail.com,Standard
367880,Male,Anthony Kelly,Belleville,ON,Ontario,K8N 1L9,Canada,North America,1983-08-30,42,anthony367880@gmail.com,Standard
368115,Female,Wanita Woods,Port Franks,ON,Ontario,N0M 2L0,Canada,North America,1900-01-01,25,wanita368115@gmail.com,Basic
368181,Female,Ada Smith,Toronto,ON,Ontario,M1L 3K7,Canada,North America,1992-03-07,33,ada368181@gmail.com,Standard
368190,Female,Irma Trujillo,Rosalind,AB,Alberta,T0B 3Y0,Canada,North America,1975-01-14,50,irma368190@gmail.com,Premium
368277,Male,Michael Bradley,Vancouver,BC,British Columbia,V6B 6L8,Canada,North America,1900-01-01,89,michael368277@gmail.com,Premium
368295,Female,Margarita Mayle,Riviere Du Loup,QC,Quebec,G5R 3E9,Canada,North America,1953-04-10,72,margarita368295@gmail.com,Premium
368405,Male,Jack Hilburn,Vancouver,BC,British Columbia,V6B 5A1,Canada,North America,1986-04-25,39,jack368405@gmail.com,Standard
368445,Female,Aida Martin,Drummondville,QC,Quebec,J2C 1K9,Canada,North America,1950-07-15,75,aida368445@gmail.com,Premium
368584,Female,Grace Dodds,Rimouski,QC,Quebec,G5L 5J1,Canada,North America,1978-02-20,47,grace368584@gmail.com,Standard
368610,Female,Monica Fish,Montreal,QC,Quebec,H3C 5K4,Canada,North America,1999-06-17,26,monica368610@gmail.com,Basic
368957,Male,Timothy Dickens,Gibsons,BC,British Columbia,V0N 1V0,Canada,North America,1976-04-05,49,timothy368957@gmail.com,Standard
369604,Male,Claude Brown,Malartic,QC,Quebec,J0Y 1Z0,Canada,North America,1900-01-01,56,claude369604@gmail.com,Premium
369814,Female,Linda Jones,Longueuil,QC,Quebec,J4H 1M3,Canada,North America,1970-10-19,55,linda369814@gmail.com,Premium
369858,Male,Willie Jackson,Inuvik,NT,Northwest Territories,X0E 0T0,Canada,North America,1994-04-10,31,willie369858@gmail.com,Standard
370019,Male,James Bailey,Ottawa,ON,Ontario,K1Z 7B5,Canada,North America,1992-04-07,33,james370019@gmail.com,Standard
370077,Female,Carlota Etzel,Sainte-Gertrude,QC,Quebec,G0X 2S0,Canada,North America,1900-01-01,54,carlota370077@gmail.com,Premium
370811,Male,Richard Mazzarella,Vancouver,BC,British Columbia,V6B 3K9,Canada,North America,1900-01-01,32,richard370811@gmail.com,Standard
370829,Male,Roy Horne,Didsbury,AB,Alberta,T0M 0W0,Canada,North America,1900-01-01,50,roy370829@gmail.com,Premium
370964,Male,Freeman Gaither,Lavaltrie,QC,Quebec,J0K 1H0,Canada,North America,1900-01-01,70,freeman370964@gmail.com,Premium
371426,Male,Samuel Berry,Caledon East,ON,Ontario,L0N 1E0,Canada,North America,1940-11-28,85,samuel371426@gmail.com,Premium
371459,Female,Eleanor Hartley,Malton,ON,Ontario,L4T 1A8,Canada,North America,1977-11-16,48,eleanor371459@gmail.com,Standard
371706,Male,Peter Schaper,Edmonton,AB,Alberta,T5J 2R4,Canada,North America,1949-09-30,76,peter371706@gmail.com,Premium
372075,Male,Robert Gulley,Unionville,ON,Ontario,L3R 0L7,Canada,North America,1900-01-01,56,robert372075@gmail.com,Premium
372299,Female,Kathryn Watkins,Preston,ON,Ontario,N3H 3M9,Canada,North America,1900-01-01,33,kathryn372299@gmail.com,Standard
372304,Male,William Taylor,Trail,BC,British Columbia,V1R 3W5,Canada,North America,1977-04-03,48,william372304@gmail.com,Standard
372379,Male,Edward Murray,Paris,ON,Ontario,N3L 1K7,Canada,North America,1958-05-23,67,edward372379@gmail.com,Premium
372476,Male,Jose Taranto,Mayne Island,BC,British Columbia,V0N 2J0,Canada,North America,1968-06-07,56,jose372476@gmail.com,Premium
372516,Male,James Billings,Toronto,ON,Ontario,M5J 2N1,Canada,North America,1900-01-01,80,james372516@gmail.com,Premium
372525,Male,Howard Shepherd,Strongfield,SK,Saskatchewan,S4P 3Y2,Canada,North America,1900-01-01,73,howard372525@gmail.com,Premium
372672,Male,Leo Goyette,Montreal,QC,Quebec,H3B 2M3,Canada,North America,1900-01-01,67,leo372672@gmail.com,Premium
372694,Male,Douglas Stockard,STAVELY,AB,Alberta,T0L 1Z0,Canada,North America,1900-01-01,28,douglas372694@gmail.com,Basic
373120,Male,Richard Wilson,KINGSTON,ON,Ontario,K7L 1C2,Canada,North America,1954-03-11,56,richard373120@gmail.com,Premium
373334,Male,Alexander Jennings,Montreal,QC,Quebec,H3C 5K4,Canada,North America,1900-01-01,78,alexander373334@gmail.com,Premium
373683,Male,Steven Roberson,Campbell River,BC,British Columbia,V9W 2L9,Canada,North America,1900-01-01,31,steven373683@gmail.com,Standard
373738,Male,Joseph Davis,Sudbury,ON,Ontario,P3E 5B2,Canada,North America,1948-04-10,77,joseph373738@gmail.com,Premium
373746,Female,Megan Roundy,Chicoutimi,QC,Quebec,G7G 2S4,Canada,North America,1900-01-01,34,megan373746@gmail.com,Standard
373815,Male,Michael Hall,Beaver Creek,YT,Yukon,Y0B 1A0,Canada,North America,1900-01-01,31,michael373815@gmail.com,Standard
373822,Female,Kim Braun,St Laurent,QC,Quebec,H4S 1H3,Canada,North America,1900-01-01,69,kim373822@gmail.com,Premium
373938,Male,Stephen Sterling,Temagami,ON,Ontario,P0H 2H0,Canada,North America,1951-07-11,74,stephen373938@gmail.com,Premium
374045,Female,Diane Gilmore,Montreal,QC,Quebec,H3C 5K4,Canada,North America,1939-12-14,86,diane374045@gmail.com,Premium
374235,Female,Elia Garcia,Peace River,AB,Alberta,T8S 1V9,Canada,North America,1900-01-01,56,elia374235@gmail.com,Premium
374242,Female,Carol Abraham,Hull,QC,Quebec,S4P 3Y2,Canada,North America,1951-02-18,74,carol374242@gmail.com,Premium
374334,Male,John Baker,Innisfree,AB,Alberta,T0B 2G0,Canada,North America,1986-09-05,39,john374334@gmail.com,Standard
374580,Female,Lucila Hession,Toronto,ON,Ontario,M1S 1T4,Canada,North America,1990-09-09,35,lucila374580@gmail.com,Standard
374720,Female,Dawn Nino,Toronto,ON,Ontario,M5H 1P6,Canada,North America,1935-08-07,90,dawn374720@gmail.com,Premium
374823,Male,Robert Lineberger,Toronto,ON,Ontario,M1S 1T4,Canada,North America,2001-08-28,24,robert374823@gmail.com,Basic
375225,Male,Joseph Morales,Vancouver,BC,British Columbia,V6B 3K9,Canada,North America,1900-01-01,56,joseph375225@gmail.com,Premium
375359,Male,Mark Cox,Port Colborne,ON,Ontario,L3K 3M2,Canada,North America,1900-01-01,73,mark375359@gmail.com,Premium
375376,Male,Maynard Hazelwood,Hamilton,ON,Ontario,L8P 1P8,Canada,North America,1900-01-01,75,maynard375376@gmail.com,Premium
375384,Female,Nina Machado,Toronto,ON,Ontario,M1S 1T4,Canada,North America,1900-01-01,38,nina375384@gmail.com,Standard
375538,Male,Edgar Williams,Ottawa,ON,Ontario,K2P 0K1,Canada,North America,1900-01-01,74,edgar375538@gmail.com,Premium
375770,Male,John Elswick,Windsor,ON,Ontario,N9A 1H9,Canada,North America,1988-10-29,37,john375770@gmail.com,Standard
376019,Female,Lisa Parkes,Windsor,ON,Ontario,N9A 1H9,Canada,North America,1900-01-01,61,lisa376019@gmail.com,Premium
376037,Female,Donna Holbrook,Lambeth,ON,Ontario,N0L 1S2,Canada,North America,1969-04-11,56,donna376037@gmail.com,Premium
376053,Female,Helen Dobos,Winnipeg,MB,Manitoba,R3C 0C4,Canada,North America,1984-01-15,41,helen376053@gmail.com,Standard
376607,Female,Monnie Terry,Grande Prairie,AB,Alberta,T8V 0S1,Canada,North America,1955-07-08,70,monnie376607@gmail.com,Premium
376862,Female,Christina Conger,Toronto,ON,Ontario,M9N 1G4,Canada,North America,1959-12-03,66,christina376862@gmail.com,Premium
376965,Male,Thomas Summers,Victoria,BC,British Columbia,V8R 5A7,Canada,North America,1900-01-01,56,thomas376965@gmail.com,Premium
376977,Male,William Schmidt,Sherbrooke,QC,Quebec,J1H 1R4,Canada,North America,1971-09-08,54,william376977@gmail.com,Premium
377340,Male,Donald Williams,Estevan,SK,Saskatchewan,S4A 0W6,Canada,North America,1974-08-29,51,donald377340@gmail.com,Premium
377487,Male,Francisco Alexander,Cornwall,ON,Ontario,K6J 3P7,Canada,North America,1900-01-01,65,francisco377487@gmail.com,Premium
377521,Male,Steve Lowe,Jasper,AB,Alberta,T0E 1E0,Canada,North America,1987-04-01,38,steve377521@gmail.com,Standard
377690,Male,John Rodriguez,Montreal,QC,Quebec,H3B 4W8,Canada,North America,1936-05-06,89,john377690@gmail.com,Premium
377745,Male,Nicholas Nall,St Gedeon De Beauce,QC,Quebec,G0M 1T0,Canada,North America,1900-01-01,56,nicholas377745@gmail.com,Premium
377854,Male,Clarence Bell,Toronto,ON,Ontario,M5T 1T4,Canada,North America,1969-10-04,56,clarence377854@gmail.com,Premium
378008,Male,Noel Nanney,Brampton,ON,Ontario,L6W 1Z2,Canada,North America,1952-01-23,73,noel378008@gmail.com,Premium
378023,Female,Holly Tait,Saskatoon,SK,Saskatchewan,S7K 1W8,Canada,North America,1900-01-01,90,holly378023@gmail.com,Premium
378059,Male,Robert Lewis,Vancouver,BC,British Columbia,V6B 3K9,Canada,North America,1977-09-03,48,robert378059@gmail.com,Standard
378064,Female,Sandra Britton,Edmonton,AB,Alberta,T5J 2R4,Canada,North America,1940-03-08,85,sandra378064@gmail.com,Premium
378411,Male,Derrick Davenport,Shawinigan,QC,Quebec,G9N 3B6,Canada,North America,1967-03-08,58,derrick378411@gmail.com,Premium
378574,Female,Sol Barron,Giscome,BC,British Columbia,V0J 3C0,Canada,North America,1981-03-02,56,sol378574@gmail.com,Premium
378610,Male,Douglas Davis,Winnipeg,MB,Manitoba,R3B 3K6,Canada,North America,1900-01-01,72,douglas378610@gmail.com,Premium
378751,Female,Stephanie Mills,Montreal,QC,Quebec,H3C 5K4,Canada,North America,1976-03-10,49,stephanie378751@gmail.com,Standard
378833,Female,April Sato,Oakville,ON,Ontario,L6L 2X5,Canada,North America,1941-05-29,56,april378833@gmail.com,Premium
379002,Male,Joshua George,Montreal,QC,Quebec,H3C 3X6,Canada,North America,1900-01-01,66,joshua379002@gmail.com,Premium
379021,Male,Nicholas McCrae,Montreal,QC,Quebec,H3C 5K4,Canada,North America,1941-11-12,56,nicholas379021@gmail.com,Premium
379142,Male,Charles Morrissey,Halifax,NS,Nova Scotia,B3K 1N7,Canada,North America,1900-01-01,32,charles379142@gmail.com,Standard
379536,Male,Coleman Smith,Thorhild,AB,Alberta,T0A 3J0,Canada,North America,1900-01-01,47,coleman379536@gmail.com,Standard
379770,Male,Louis Stringfellow,Calgary,AB,Alberta,T2N 2A7,Canada,North America,1969-08-04,56,louis379770@gmail.com,Premium
379953,Male,Shaun Tillman,Grande Prairie,AB,Alberta,T1V 1N2,Canada,North America,1999-07-01,26,shaun379953@gmail.com,Basic
380032,Female,Christina Freeman,Toronto,ON,Ontario,M5T 1T4,Canada,North America,1967-07-15,58,christina380032@gmail.com,Premium
380256,Male,Rodney Prince,Rosetown,SK,Saskatchewan,S7K 1W8,Canada,North America,1981-12-05,56,rodney380256@gmail.com,Premium
380313,Male,Kevin Peter,Vancouver,BC,British Columbia,V6C 1B4,Canada,North America,1900-01-01,53,kevin380313@gmail.com,Premium
380462,Female,Doris Orr,Coe Hill,ON,Ontario,K0L 1P0,Canada,North America,1974-05-06,51,doris380462@gmail.com,Premium
380675,Female,Lee Neeley,Foam Lake,SK,Saskatchewan,S4P 3Y2,Canada,North America,1967-08-22,56,lee380675@gmail.com,Premium
380891,Male,David Burgess,Rock Creek,BC,British Columbia,V0H 1Y0,Canada,North America,1900-01-01,49,david380891@gmail.com,Standard
380931,Male,William Post,Toronto,ON,Ontario,M2J 3T7,Canada,North America,1900-01-01,69,william380931@gmail.com,Premium
381140,Female,Merle Sutton,Toronto,ON,Ontario,M4P 1E4,Canada,North America,1962-02-08,56,merle381140@gmail.com,Premium
381223,Female,Amy Cribbs,Slave Lake,AB,Alberta,T0G 2A2,Canada,North America,1900-01-01,89,amy381223@gmail.com,Premium
381230,Male,William Brown,Prince Albert,SK,Saskatchewan,S6V 5R4,Canada,North America,1939-10-24,56,william381230@gmail.com,Premium
381255,Female,Vikki Heskett,Sault Ste Marie,ON,Ontario,P6A 1Z2,Canada,North America,2000-02-10,25,vikki381255@gmail.com,Basic
381459,Male,Patrick Foley,Richmond Hill,ON,Ontario,L4C 3Y2,Canada,North America,1973-02-18,56,patrick381459@gmail.com,Premium
381656,Female,Marie Lewis,Fort Saskatchewan,AB,Alberta,T8L 2H4,Canada,North America,1900-01-01,90,marie381656@gmail.com,Premium
381830,Male,David Franklin,Edmonton,AB,Alberta,T2P 3Z3,Canada,North America,1900-01-01,66,david381830@gmail.com,Premium
381991,Female,Helen Sonnier,Montreal,QC,Quebec,H3B 4W8,Canada,North America,1999-10-03,26,helen381991@gmail.com,Basic
382095,Female,Sarah Riser,Sidney,BC,British Columbia,V8L 1X3,Canada,North America,1948-07-26,77,sarah382095@gmail.com,Premium
382178,Male,Troy Ruch,Halifax,NS,Nova Scotia,B3K 5M1,Canada,North America,1935-08-17,56,troy382178@gmail.com,Premium
382291,Female,Heidi Exum,Montreal,QC,Quebec,H3C 5K4,Canada,North America,1960-09-22,65,heidi382291@gmail.com,Premium
382347,Female,Mary Monroe,Woodbridge,ON,Ontario,L0L 0L0,Canada,North America,1964-04-10,61,mary382347@gmail.com,Premium
382379,Male,Michael Miller,Toronto,ON,Ontario,M5J 2R8,Canada,North America,1900-01-01,25,michael382379@gmail.com,Basic
382489,Female,Barbara Baker,Vidir,MB,Manitoba,R3C 3V6,Canada,North America,1953-09-26,72,barbara382489@gmail.com,Premium
382538,Female,Michele Ortega,Toronto,ON,Ontario,M3B 2W6,Canada,North America,1900-01-01,90,michele382538@gmail.com,Premium
382565,Male,Stephen Matthews,Dillon,SK,Saskatchewan,S4P 3Y2,Canada,North America,1900-01-01,62,stephen382565@gmail.com,Premium
382843,Male,Harold Chang,Malton,ON,Ontario,L4T 1A8,Canada,North America,1964-02-12,61,harold382843@gmail.com,Premium
382932,Male,Michael French,Toronto,ON,Ontario,M1E 3T8,Canada,North America,1900-01-01,75,michael382932@gmail.com,Premium
382960,Female,Velia Phillips,Winnipeg,MB,Manitoba,R3B 3K6,Canada,North America,2000-10-12,25,velia382960@gmail.com,Basic
383007,Female,Michelle Lafountain,Ottawa,ON,Ontario,K2H 5B6,Canada,North America,1982-12-16,43,michelle383007@gmail.com,Standard
383111,Male,Ross Steadham,Ellerslie,PE,Prince Edward Island,C0B 1J0,Canada,North America,1991-04-05,34,ross383111@gmail.com,Standard
383155,Male,Chris Hawkins,Blackstock,ON,Ontario,L0B 1B0,Canada,North America,1956-04-26,69,chris383155@gmail.com,Premium
383207,Male,Robert Brown,Quebec,QC,Quebec,G1V 3V5,Canada,North America,1900-01-01,51,robert383207@gmail.com,Premium
383209,Female,Nina Levine,Harrow,ON,Ontario,N0R 1G0,Canada,North America,1900-01-01,25,nina383209@gmail.com,Basic
383279,Male,Neal Hirsch,Richmond Hill,ON,Ontario,L4C 3Y2,Canada,North America,1900-01-01,31,neal383279@gmail.com,Standard
